state,county,candidate,party,votes,won
Vermont,Clarendon,Phil Scott,REP,1143,TRUE
Vermont,Clarendon,David Zuckerman,DEM,235,FALSE
Vermont,Clarendon,Kevin Hoyt,IND,29,FALSE
Vermont,Clarendon, Write-ins,WRI,11,FALSE
Vermont,Clarendon,Charly Dickerson,UNA,8,FALSE
Vermont,Clarendon,Wayne Billado,IND,6,FALSE
Vermont,Clarendon,Michael DeVost,IND,6,FALSE
Vermont,Clarendon,Emily Peyton,TM,6,FALSE
Vermont,Clarendon,Erynn Whitney,IND,4,FALSE
Vermont,Colchester,Phil Scott,REP,7187,TRUE
Vermont,Colchester,David Zuckerman,DEM,2099,FALSE
Vermont,Colchester,Emily Peyton,TM,57,FALSE
Vermont,Colchester,Kevin Hoyt,IND,45,FALSE
Vermont,Colchester,Wayne Billado,IND,32,FALSE
Vermont,Colchester,Erynn Whitney,IND,29,FALSE
Vermont,Colchester, Write-ins,WRI,24,FALSE
Vermont,Colchester,Charly Dickerson,UNA,15,FALSE
Vermont,Colchester,Michael DeVost,IND,11,FALSE
Vermont,Concord,Phil Scott,REP,479,TRUE
Vermont,Concord,David Zuckerman,DEM,100,FALSE
Vermont,Concord,Kevin Hoyt,IND,13,FALSE
Vermont,Concord,Michael DeVost,IND,11,FALSE
Vermont,Concord,Emily Peyton,TM,10,FALSE
Vermont,Concord,Charly Dickerson,UNA,5,FALSE
Vermont,Concord, Write-ins,WRI,4,FALSE
Vermont,Concord,Erynn Whitney,IND,3,FALSE
Vermont,Concord,Wayne Billado,IND,2,FALSE
Vermont,Andover,Phil Scott,REP,244,TRUE
Vermont,Andover,David Zuckerman,DEM,93,FALSE
Vermont,Andover,Kevin Hoyt,IND,10,FALSE
Vermont,Andover,Emily Peyton,TM,4,FALSE
Vermont,Andover,Erynn Whitney,IND,3,FALSE
Vermont,Andover,Wayne Billado,IND,1,FALSE
Vermont,Andover,Michael DeVost,IND,1,FALSE
Vermont,Andover, Write-ins,WRI,1,FALSE
Vermont,Andover,Charly Dickerson,UNA,0,FALSE
Vermont,Corinth,Phil Scott,REP,578,TRUE
Vermont,Corinth,David Zuckerman,DEM,204,FALSE
Vermont,Corinth,Kevin Hoyt,IND,17,FALSE
Vermont,Corinth,Emily Peyton,TM,7,FALSE
Vermont,Corinth,Charly Dickerson,UNA,5,FALSE
Vermont,Corinth,Wayne Billado,IND,3,FALSE
Vermont,Corinth,Michael DeVost,IND,3,FALSE
Vermont,Corinth,Erynn Whitney,IND,2,FALSE
Vermont,Corinth, Write-ins,WRI,2,FALSE
Vermont,Cornwall,Phil Scott,REP,566,TRUE
Vermont,Cornwall,David Zuckerman,DEM,268,FALSE
Vermont,Cornwall,Emily Peyton,TM,6,FALSE
Vermont,Cornwall,Kevin Hoyt,IND,2,FALSE
Vermont,Cornwall,Erynn Whitney,IND,2,FALSE
Vermont,Cornwall, Write-ins,WRI,2,FALSE
Vermont,Cornwall,Wayne Billado,IND,1,FALSE
Vermont,Cornwall,Michael DeVost,IND,0,FALSE
Vermont,Cornwall,Charly Dickerson,UNA,0,FALSE
Vermont,Coventry,Phil Scott,REP,428,TRUE
Vermont,Coventry,David Zuckerman,DEM,97,FALSE
Vermont,Coventry,Michael DeVost,IND,11,FALSE
Vermont,Coventry,Kevin Hoyt,IND,11,FALSE
Vermont,Coventry,Emily Peyton,TM,6,FALSE
Vermont,Coventry,Wayne Billado,IND,4,FALSE
Vermont,Coventry, Write-ins,WRI,3,FALSE
Vermont,Coventry,Erynn Whitney,IND,2,FALSE
Vermont,Coventry,Charly Dickerson,UNA,0,FALSE
Vermont,Craftsbury,Phil Scott,REP,514,TRUE
Vermont,Craftsbury,David Zuckerman,DEM,216,FALSE
Vermont,Craftsbury,Kevin Hoyt,IND,20,FALSE
Vermont,Craftsbury,Emily Peyton,TM,6,FALSE
Vermont,Craftsbury,Erynn Whitney,IND,3,FALSE
Vermont,Craftsbury,Wayne Billado,IND,1,FALSE
Vermont,Craftsbury,Michael DeVost,IND,1,FALSE
Vermont,Craftsbury,Charly Dickerson,UNA,1,FALSE
Vermont,Craftsbury, Write-ins,WRI,1,FALSE
Vermont,Danby,Phil Scott,REP,543,TRUE
Vermont,Danby,David Zuckerman,DEM,154,FALSE
Vermont,Danby,Kevin Hoyt,IND,25,FALSE
Vermont,Danby,Erynn Whitney,IND,8,FALSE
Vermont,Danby,Emily Peyton,TM,7,FALSE
Vermont,Danby, Write-ins,WRI,6,FALSE
Vermont,Danby,Wayne Billado,IND,3,FALSE
Vermont,Danby,Michael DeVost,IND,2,FALSE
Vermont,Danby,Charly Dickerson,UNA,0,FALSE
Vermont,Danville,Phil Scott,REP,1135,TRUE
Vermont,Danville,David Zuckerman,DEM,279,FALSE
Vermont,Danville,Kevin Hoyt,IND,15,FALSE
Vermont,Danville,Michael DeVost,IND,9,FALSE
Vermont,Danville,Emily Peyton,TM,9,FALSE
Vermont,Danville,Charly Dickerson,UNA,6,FALSE
Vermont,Danville, Write-ins,WRI,6,FALSE
Vermont,Danville,Erynn Whitney,IND,5,FALSE
Vermont,Danville,Wayne Billado,IND,2,FALSE
Vermont,Derby,Phil Scott,REP,1924,TRUE
Vermont,Derby,David Zuckerman,DEM,414,FALSE
Vermont,Derby,Michael DeVost,IND,37,FALSE
Vermont,Derby,Kevin Hoyt,IND,37,FALSE
Vermont,Derby,Emily Peyton,TM,26,FALSE
Vermont,Derby, Write-ins,WRI,13,FALSE
Vermont,Derby,Charly Dickerson,UNA,9,FALSE
Vermont,Derby,Wayne Billado,IND,6,FALSE
Vermont,Derby,Erynn Whitney,IND,5,FALSE
Vermont,Dorset,Phil Scott,REP,928,TRUE
Vermont,Dorset,David Zuckerman,DEM,402,FALSE
Vermont,Dorset,Kevin Hoyt,IND,25,FALSE
Vermont,Dorset,Erynn Whitney,IND,15,FALSE
Vermont,Dorset,Emily Peyton,TM,13,FALSE
Vermont,Dorset,Charly Dickerson,UNA,3,FALSE
Vermont,Dorset, Write-ins,WRI,3,FALSE
Vermont,Dorset,Wayne Billado,IND,2,FALSE
Vermont,Dorset,Michael DeVost,IND,0,FALSE
Vermont,Dover,Phil Scott,REP,630,TRUE
Vermont,Dover,David Zuckerman,DEM,261,FALSE
Vermont,Dover,Kevin Hoyt,IND,18,FALSE
Vermont,Dover,Emily Peyton,TM,15,FALSE
Vermont,Dover,Wayne Billado,IND,13,FALSE
Vermont,Dover,Erynn Whitney,IND,7,FALSE
Vermont,Dover,Michael DeVost,IND,3,FALSE
Vermont,Dover,Charly Dickerson,UNA,3,FALSE
Vermont,Dover, Write-ins,WRI,0,FALSE
Vermont,Dummerston,Phil Scott,REP,663,TRUE
Vermont,Dummerston,David Zuckerman,DEM,610,FALSE
Vermont,Dummerston,Emily Peyton,TM,26,FALSE
Vermont,Dummerston,Kevin Hoyt,IND,11,FALSE
Vermont,Dummerston,Charly Dickerson,UNA,4,FALSE
Vermont,Dummerston,Erynn Whitney,IND,3,FALSE
Vermont,Dummerston, Write-ins,WRI,2,FALSE
Vermont,Dummerston,Michael DeVost,IND,1,FALSE
Vermont,Dummerston,Wayne Billado,IND,0,FALSE
Vermont,Arlington,Phil Scott,REP,922,TRUE
Vermont,Arlington,David Zuckerman,DEM,385,FALSE
Vermont,Arlington,Kevin Hoyt,IND,78,FALSE
Vermont,Arlington,Erynn Whitney,IND,54,FALSE
Vermont,Arlington,Emily Peyton,TM,7,FALSE
Vermont,Arlington,Charly Dickerson,UNA,4,FALSE
Vermont,Arlington,Wayne Billado,IND,3,FALSE
Vermont,Arlington, Write-ins,WRI,3,FALSE
Vermont,Arlington,Michael DeVost,IND,2,FALSE
Vermont,Duxbury,Phil Scott,REP,662,TRUE
Vermont,Duxbury,David Zuckerman,DEM,225,FALSE
Vermont,Duxbury,Kevin Hoyt,IND,7,FALSE
Vermont,Duxbury,Emily Peyton,TM,7,FALSE
Vermont,Duxbury,Charly Dickerson,UNA,3,FALSE
Vermont,Duxbury,Erynn Whitney,IND,3,FALSE
Vermont,Duxbury,Wayne Billado,IND,2,FALSE
Vermont,Duxbury,Michael DeVost,IND,0,FALSE
Vermont,Duxbury, Write-ins,WRI,0,FALSE
Vermont,East Haven,Phil Scott,REP,96,TRUE
Vermont,East Haven,David Zuckerman,DEM,33,FALSE
Vermont,East Haven,Michael DeVost,IND,4,FALSE
Vermont,East Haven,Kevin Hoyt,IND,4,FALSE
Vermont,East Haven, Write-ins,WRI,2,FALSE
Vermont,East Haven,Erynn Whitney,IND,1,FALSE
Vermont,East Haven,Wayne Billado,IND,0,FALSE
Vermont,East Haven,Charly Dickerson,UNA,0,FALSE
Vermont,East Haven,Emily Peyton,TM,0,FALSE
Vermont,East Montpelier,Phil Scott,REP,1139,TRUE
Vermont,East Montpelier,David Zuckerman,DEM,553,FALSE
Vermont,East Montpelier,Kevin Hoyt,IND,14,FALSE
Vermont,East Montpelier,Emily Peyton,TM,9,FALSE
Vermont,East Montpelier, Write-ins,WRI,8,FALSE
Vermont,East Montpelier,Charly Dickerson,UNA,7,FALSE
Vermont,East Montpelier,Erynn Whitney,IND,7,FALSE
Vermont,East Montpelier,Wayne Billado,IND,4,FALSE
Vermont,East Montpelier,Michael DeVost,IND,0,FALSE
Vermont,Eden,Phil Scott,REP,452,TRUE
Vermont,Eden,David Zuckerman,DEM,132,FALSE
Vermont,Eden,Kevin Hoyt,IND,12,FALSE
Vermont,Eden,Emily Peyton,TM,8,FALSE
Vermont,Eden,Erynn Whitney,IND,6,FALSE
Vermont,Eden, Write-ins,WRI,5,FALSE
Vermont,Eden,Michael DeVost,IND,4,FALSE
Vermont,Eden,Charly Dickerson,UNA,3,FALSE
Vermont,Eden,Wayne Billado,IND,0,FALSE
Vermont,Elmore,Phil Scott,REP,446,TRUE
Vermont,Elmore,David Zuckerman,DEM,144,FALSE
Vermont,Elmore, Write-ins,WRI,11,FALSE
Vermont,Elmore,Emily Peyton,TM,2,FALSE
Vermont,Elmore,Wayne Billado,IND,1,FALSE
Vermont,Elmore,Michael DeVost,IND,1,FALSE
Vermont,Elmore,Charly Dickerson,UNA,1,FALSE
Vermont,Elmore,Kevin Hoyt,IND,1,FALSE
Vermont,Elmore,Erynn Whitney,IND,0,FALSE
Vermont,Enosburgh,Phil Scott,REP,1004,TRUE
Vermont,Enosburgh,David Zuckerman,DEM,198,FALSE
Vermont,Enosburgh,Kevin Hoyt,IND,17,FALSE
Vermont,Enosburgh,Wayne Billado,IND,16,FALSE
Vermont,Enosburgh,Emily Peyton,TM,14,FALSE
Vermont,Enosburgh,Erynn Whitney,IND,6,FALSE
Vermont,Enosburgh,Michael DeVost,IND,5,FALSE
Vermont,Enosburgh,Charly Dickerson,UNA,5,FALSE
Vermont,Enosburgh, Write-ins,WRI,5,FALSE
Vermont,Essex,Phil Scott,REP,9874,TRUE
Vermont,Essex,David Zuckerman,DEM,3085,FALSE
Vermont,Essex,Emily Peyton,TM,64,FALSE
Vermont,Essex,Kevin Hoyt,IND,55,FALSE
Vermont,Essex, Write-ins,WRI,49,FALSE
Vermont,Essex,Erynn Whitney,IND,47,FALSE
Vermont,Essex,Wayne Billado,IND,45,FALSE
Vermont,Essex,Michael DeVost,IND,41,FALSE
Vermont,Essex,Charly Dickerson,UNA,18,FALSE
Vermont,Fairfax,Phil Scott,REP,2367,TRUE
Vermont,Fairfax,David Zuckerman,DEM,507,FALSE
Vermont,Fairfax,Kevin Hoyt,IND,24,FALSE
Vermont,Fairfax,Wayne Billado,IND,23,FALSE
Vermont,Fairfax,Emily Peyton,TM,21,FALSE
Vermont,Fairfax,Erynn Whitney,IND,10,FALSE
Vermont,Fairfax, Write-ins,WRI,10,FALSE
Vermont,Fairfax,Charly Dickerson,UNA,8,FALSE
Vermont,Fairfax,Michael DeVost,IND,7,FALSE
Vermont,Fairfield,Phil Scott,REP,890,TRUE
Vermont,Fairfield,David Zuckerman,DEM,189,FALSE
Vermont,Fairfield,Wayne Billado,IND,16,FALSE
Vermont,Fairfield,Kevin Hoyt,IND,14,FALSE
Vermont,Fairfield,Emily Peyton,TM,13,FALSE
Vermont,Fairfield, Write-ins,WRI,5,FALSE
Vermont,Fairfield,Erynn Whitney,IND,4,FALSE
Vermont,Fairfield,Michael DeVost,IND,3,FALSE
Vermont,Fairfield,Charly Dickerson,UNA,2,FALSE
Vermont,Fair Haven,Phil Scott,REP,948,TRUE
Vermont,Fair Haven,David Zuckerman,DEM,243,FALSE
Vermont,Fair Haven, Write-ins,WRI,38,FALSE
Vermont,Fair Haven,Kevin Hoyt,IND,26,FALSE
Vermont,Fair Haven,Emily Peyton,TM,19,FALSE
Vermont,Fair Haven,Erynn Whitney,IND,9,FALSE
Vermont,Fair Haven,Michael DeVost,IND,7,FALSE
Vermont,Fair Haven,Wayne Billado,IND,4,FALSE
Vermont,Fair Haven,Charly Dickerson,UNA,4,FALSE
Vermont,Athens,Phil Scott,REP,128,TRUE
Vermont,Athens,David Zuckerman,DEM,67,FALSE
Vermont,Athens,Emily Peyton,TM,8,FALSE
Vermont,Athens,Kevin Hoyt,IND,6,FALSE
Vermont,Athens,Erynn Whitney,IND,1,FALSE
Vermont,Athens,Wayne Billado,IND,0,FALSE
Vermont,Athens,Michael DeVost,IND,0,FALSE
Vermont,Athens,Charly Dickerson,UNA,0,FALSE
Vermont,Athens, Write-ins,WRI,0,FALSE
Vermont,Fairlee,Phil Scott,REP,443,TRUE
Vermont,Fairlee,David Zuckerman,DEM,165,FALSE
Vermont,Fairlee,Emily Peyton,TM,7,FALSE
Vermont,Fairlee,Kevin Hoyt,IND,5,FALSE
Vermont,Fairlee,Erynn Whitney,IND,3,FALSE
Vermont,Fairlee, Write-ins,WRI,3,FALSE
Vermont,Fairlee,Wayne Billado,IND,1,FALSE
Vermont,Fairlee,Michael DeVost,IND,1,FALSE
Vermont,Fairlee,Charly Dickerson,UNA,1,FALSE
Vermont,Fayston,Phil Scott,REP,649,TRUE
Vermont,Fayston,David Zuckerman,DEM,293,FALSE
Vermont,Fayston,Emily Peyton,TM,4,FALSE
Vermont,Fayston,Michael DeVost,IND,2,FALSE
Vermont,Fayston,Charly Dickerson,UNA,2,FALSE
Vermont,Fayston,Erynn Whitney,IND,2,FALSE
Vermont,Fayston,Wayne Billado,IND,1,FALSE
Vermont,Fayston,Kevin Hoyt,IND,1,FALSE
Vermont,Fayston, Write-ins,WRI,0,FALSE
Vermont,Ferrisburg,Phil Scott,REP,1326,TRUE
Vermont,Ferrisburg,David Zuckerman,DEM,449,FALSE
Vermont,Ferrisburg,Kevin Hoyt,IND,11,FALSE
Vermont,Ferrisburg,Charly Dickerson,UNA,8,FALSE
Vermont,Ferrisburg,Emily Peyton,TM,8,FALSE
Vermont,Ferrisburg,Wayne Billado,IND,4,FALSE
Vermont,Ferrisburg,Erynn Whitney,IND,4,FALSE
Vermont,Ferrisburg, Write-ins,WRI,4,FALSE
Vermont,Ferrisburg,Michael DeVost,IND,1,FALSE
Vermont,Fletcher,Phil Scott,REP,613,TRUE
Vermont,Fletcher,David Zuckerman,DEM,186,FALSE
Vermont,Fletcher,Kevin Hoyt,IND,7,FALSE
Vermont,Fletcher,Wayne Billado,IND,5,FALSE
Vermont,Fletcher,Emily Peyton,TM,3,FALSE
Vermont,Fletcher, Write-ins,WRI,3,FALSE
Vermont,Fletcher,Michael DeVost,IND,2,FALSE
Vermont,Fletcher,Charly Dickerson,UNA,1,FALSE
Vermont,Fletcher,Erynn Whitney,IND,0,FALSE
Vermont,Franklin,Phil Scott,REP,621,TRUE
Vermont,Franklin,David Zuckerman,DEM,84,FALSE
Vermont,Franklin,Wayne Billado,IND,14,FALSE
Vermont,Franklin,Kevin Hoyt,IND,14,FALSE
Vermont,Franklin, Write-ins,WRI,11,FALSE
Vermont,Franklin,Emily Peyton,TM,8,FALSE
Vermont,Franklin,Charly Dickerson,UNA,5,FALSE
Vermont,Franklin,Erynn Whitney,IND,4,FALSE
Vermont,Franklin,Michael DeVost,IND,2,FALSE
Vermont,Georgia,Phil Scott,REP,2386,TRUE
Vermont,Georgia,David Zuckerman,DEM,391,FALSE
Vermont,Georgia,Wayne Billado,IND,46,FALSE
Vermont,Georgia,Kevin Hoyt,IND,25,FALSE
Vermont,Georgia,Emily Peyton,TM,22,FALSE
Vermont,Georgia, Write-ins,WRI,12,FALSE
Vermont,Georgia,Erynn Whitney,IND,7,FALSE
Vermont,Georgia,Michael DeVost,IND,6,FALSE
Vermont,Georgia,Charly Dickerson,UNA,4,FALSE
Vermont,Glover,Phil Scott,REP,465,TRUE
Vermont,Glover,David Zuckerman,DEM,162,FALSE
Vermont,Glover,Michael DeVost,IND,9,FALSE
Vermont,Glover,Kevin Hoyt,IND,9,FALSE
Vermont,Glover, Write-ins,WRI,7,FALSE
Vermont,Glover,Emily Peyton,TM,5,FALSE
Vermont,Glover,Erynn Whitney,IND,2,FALSE
Vermont,Glover,Wayne Billado,IND,0,FALSE
Vermont,Glover,Charly Dickerson,UNA,0,FALSE
Vermont,Goshen,Phil Scott,REP,76,TRUE
Vermont,Goshen,David Zuckerman,DEM,48,FALSE
Vermont,Goshen,Kevin Hoyt,IND,2,FALSE
Vermont,Goshen,Charly Dickerson,UNA,1,FALSE
Vermont,Goshen,Emily Peyton,TM,1,FALSE
Vermont,Goshen,Erynn Whitney,IND,1,FALSE
Vermont,Goshen,Wayne Billado,IND,0,FALSE
Vermont,Goshen,Michael DeVost,IND,0,FALSE
Vermont,Goshen, Write-ins,WRI,0,FALSE
Vermont,Grafton,Phil Scott,REP,291,TRUE
Vermont,Grafton,David Zuckerman,DEM,104,FALSE
Vermont,Grafton,Kevin Hoyt,IND,7,FALSE
Vermont,Grafton,Erynn Whitney,IND,4,FALSE
Vermont,Grafton,Michael DeVost,IND,2,FALSE
Vermont,Grafton,Emily Peyton,TM,2,FALSE
Vermont,Grafton,Wayne Billado,IND,1,FALSE
Vermont,Grafton,Charly Dickerson,UNA,0,FALSE
Vermont,Grafton, Write-ins,WRI,0,FALSE
Vermont,Granby,Phil Scott,REP,27,TRUE
Vermont,Granby,David Zuckerman,DEM,13,FALSE
Vermont,Granby,Wayne Billado,IND,1,FALSE
Vermont,Granby,Michael DeVost,IND,1,FALSE
Vermont,Granby,Emily Peyton,TM,1,FALSE
Vermont,Granby,Charly Dickerson,UNA,0,FALSE
Vermont,Granby,Kevin Hoyt,IND,0,FALSE
Vermont,Granby,Erynn Whitney,IND,0,FALSE
Vermont,Granby, Write-ins,WRI,0,FALSE
Vermont,Bakersfield,Phil Scott,REP,539,TRUE
Vermont,Bakersfield,David Zuckerman,DEM,128,FALSE
Vermont,Bakersfield,Kevin Hoyt,IND,8,FALSE
Vermont,Bakersfield,Emily Peyton,TM,8,FALSE
Vermont,Bakersfield,Wayne Billado,IND,5,FALSE
Vermont,Bakersfield, Write-ins,WRI,3,FALSE
Vermont,Bakersfield,Charly Dickerson,UNA,2,FALSE
Vermont,Bakersfield,Erynn Whitney,IND,2,FALSE
Vermont,Bakersfield,Michael DeVost,IND,1,FALSE
Vermont,Grand Isle,Phil Scott,REP,1109,TRUE
Vermont,Grand Isle,David Zuckerman,DEM,254,FALSE
Vermont,Grand Isle,Emily Peyton,TM,15,FALSE
Vermont,Grand Isle,Wayne Billado,IND,9,FALSE
Vermont,Grand Isle,Kevin Hoyt,IND,5,FALSE
Vermont,Grand Isle,Erynn Whitney,IND,4,FALSE
Vermont,Grand Isle,Michael DeVost,IND,2,FALSE
Vermont,Grand Isle,Charly Dickerson,UNA,1,FALSE
Vermont,Grand Isle, Write-ins,WRI,1,FALSE
Vermont,Granville,Phil Scott,REP,106,TRUE
Vermont,Granville,David Zuckerman,DEM,57,FALSE
Vermont,Granville, Write-ins,WRI,1,FALSE
Vermont,Granville,Wayne Billado,IND,0,FALSE
Vermont,Granville,Michael DeVost,IND,0,FALSE
Vermont,Granville,Charly Dickerson,UNA,0,FALSE
Vermont,Granville,Kevin Hoyt,IND,0,FALSE
Vermont,Granville,Emily Peyton,TM,0,FALSE
Vermont,Granville,Erynn Whitney,IND,0,FALSE
Vermont,Greensboro,Phil Scott,REP,312,TRUE
Vermont,Greensboro,David Zuckerman,DEM,161,FALSE
Vermont,Greensboro,Kevin Hoyt,IND,6,FALSE
Vermont,Greensboro,Michael DeVost,IND,2,FALSE
Vermont,Greensboro,Charly Dickerson,UNA,1,FALSE
Vermont,Greensboro, Write-ins,WRI,1,FALSE
Vermont,Greensboro,Wayne Billado,IND,0,FALSE
Vermont,Greensboro,Emily Peyton,TM,0,FALSE
Vermont,Greensboro,Erynn Whitney,IND,0,FALSE
Vermont,Groton,Phil Scott,REP,411,TRUE
Vermont,Groton,David Zuckerman,DEM,97,FALSE
Vermont,Groton,Kevin Hoyt,IND,13,FALSE
Vermont,Groton,Charly Dickerson,UNA,4,FALSE
Vermont,Groton,Emily Peyton,TM,4,FALSE
Vermont,Groton,Michael DeVost,IND,3,FALSE
Vermont,Groton,Wayne Billado,IND,2,FALSE
Vermont,Groton, Write-ins,WRI,2,FALSE
Vermont,Groton,Erynn Whitney,IND,1,FALSE
Vermont,Guildhall,Phil Scott,REP,130,TRUE
Vermont,Guildhall,David Zuckerman,DEM,34,FALSE
Vermont,Guildhall,Kevin Hoyt,IND,4,FALSE
Vermont,Guildhall,Charly Dickerson,UNA,2,FALSE
Vermont,Guildhall,Michael DeVost,IND,1,FALSE
Vermont,Guildhall,Wayne Billado,IND,0,FALSE
Vermont,Guildhall,Emily Peyton,TM,0,FALSE
Vermont,Guildhall,Erynn Whitney,IND,0,FALSE
Vermont,Guildhall, Write-ins,WRI,0,FALSE
Vermont,Guilford,Phil Scott,REP,699,TRUE
Vermont,Guilford,David Zuckerman,DEM,566,FALSE
Vermont,Guilford,Emily Peyton,TM,26,FALSE
Vermont,Guilford,Kevin Hoyt,IND,15,FALSE
Vermont,Guilford,Wayne Billado,IND,8,FALSE
Vermont,Guilford,Erynn Whitney,IND,7,FALSE
Vermont,Guilford,Charly Dickerson,UNA,5,FALSE
Vermont,Guilford, Write-ins,WRI,2,FALSE
Vermont,Guilford,Michael DeVost,IND,0,FALSE
Vermont,Halifax,Phil Scott,REP,280,TRUE
Vermont,Halifax,David Zuckerman,DEM,157,FALSE
Vermont,Halifax,Kevin Hoyt,IND,15,FALSE
Vermont,Halifax,Emily Peyton,TM,15,FALSE
Vermont,Halifax,Wayne Billado,IND,3,FALSE
Vermont,Halifax, Write-ins,WRI,3,FALSE
Vermont,Halifax,Michael DeVost,IND,2,FALSE
Vermont,Halifax,Charly Dickerson,UNA,0,FALSE
Vermont,Halifax,Erynn Whitney,IND,0,FALSE
Vermont,Hancock,Phil Scott,REP,119,TRUE
Vermont,Hancock,David Zuckerman,DEM,49,FALSE
Vermont,Hancock,Kevin Hoyt,IND,1,FALSE
Vermont,Hancock,Erynn Whitney,IND,1,FALSE
Vermont,Hancock, Write-ins,WRI,1,FALSE
Vermont,Hancock,Wayne Billado,IND,0,FALSE
Vermont,Hancock,Michael DeVost,IND,0,FALSE
Vermont,Hancock,Charly Dickerson,UNA,0,FALSE
Vermont,Hancock,Emily Peyton,TM,0,FALSE
Vermont,Hardwick,Phil Scott,REP,1108,TRUE
Vermont,Hardwick,David Zuckerman,DEM,397,FALSE
Vermont,Hardwick,Emily Peyton,TM,22,FALSE
Vermont,Hardwick,Kevin Hoyt,IND,16,FALSE
Vermont,Hardwick,Michael DeVost,IND,6,FALSE
Vermont,Hardwick,Erynn Whitney,IND,5,FALSE
Vermont,Hardwick,Wayne Billado,IND,4,FALSE
Vermont,Hardwick,Charly Dickerson,UNA,3,FALSE
Vermont,Hardwick, Write-ins,WRI,3,FALSE
Vermont,Hartford,Phil Scott,REP,3961,TRUE
Vermont,Hartford,David Zuckerman,DEM,1943,FALSE
Vermont,Hartford,Kevin Hoyt,IND,65,FALSE
Vermont,Hartford,Emily Peyton,TM,60,FALSE
Vermont,Hartford,Erynn Whitney,IND,40,FALSE
Vermont,Hartford,Michael DeVost,IND,30,FALSE
Vermont,Hartford,Charly Dickerson,UNA,26,FALSE
Vermont,Hartford, Write-ins,WRI,19,FALSE
Vermont,Hartford,Wayne Billado,IND,18,FALSE
Vermont,Baltimore,Phil Scott,REP,101,TRUE
Vermont,Baltimore,David Zuckerman,DEM,28,FALSE
Vermont,Baltimore, Write-ins,WRI,4,FALSE
Vermont,Baltimore,Erynn Whitney,IND,2,FALSE
Vermont,Baltimore,Michael DeVost,IND,1,FALSE
Vermont,Baltimore,Charly Dickerson,UNA,1,FALSE
Vermont,Baltimore,Kevin Hoyt,IND,1,FALSE
Vermont,Baltimore,Emily Peyton,TM,1,FALSE
Vermont,Baltimore,Wayne Billado,IND,0,FALSE
Vermont,Hartland,Phil Scott,REP,1449,TRUE
Vermont,Hartland,David Zuckerman,DEM,622,FALSE
Vermont,Hartland,Kevin Hoyt,IND,24,FALSE
Vermont,Hartland,Emily Peyton,TM,22,FALSE
Vermont,Hartland,Charly Dickerson,UNA,19,FALSE
Vermont,Hartland, Write-ins,WRI,7,FALSE
Vermont,Hartland,Michael DeVost,IND,6,FALSE
Vermont,Hartland,Erynn Whitney,IND,6,FALSE
Vermont,Hartland,Wayne Billado,IND,2,FALSE
Vermont,Highgate,Phil Scott,REP,1395,TRUE
Vermont,Highgate,David Zuckerman,DEM,214,FALSE
Vermont,Highgate,Wayne Billado,IND,40,FALSE
Vermont,Highgate,Kevin Hoyt,IND,19,FALSE
Vermont,Highgate,Emily Peyton,TM,19,FALSE
Vermont,Highgate,Michael DeVost,IND,10,FALSE
Vermont,Highgate,Erynn Whitney,IND,9,FALSE
Vermont,Highgate,Charly Dickerson,UNA,5,FALSE
Vermont,Highgate, Write-ins,WRI,5,FALSE
Vermont,Hinesburg,Phil Scott,REP,2016,TRUE
Vermont,Hinesburg,David Zuckerman,DEM,989,FALSE
Vermont,Hinesburg,Kevin Hoyt,IND,12,FALSE
Vermont,Hinesburg,Emily Peyton,TM,11,FALSE
Vermont,Hinesburg, Write-ins,WRI,9,FALSE
Vermont,Hinesburg,Erynn Whitney,IND,8,FALSE
Vermont,Hinesburg,Wayne Billado,IND,6,FALSE
Vermont,Hinesburg,Charly Dickerson,UNA,2,FALSE
Vermont,Hinesburg,Michael DeVost,IND,1,FALSE
Vermont,Holland,Phil Scott,REP,266,TRUE
Vermont,Holland,David Zuckerman,DEM,52,FALSE
Vermont,Holland,Michael DeVost,IND,14,FALSE
Vermont,Holland,Kevin Hoyt,IND,7,FALSE
Vermont,Holland,Erynn Whitney,IND,5,FALSE
Vermont,Holland, Write-ins,WRI,3,FALSE
Vermont,Holland,Charly Dickerson,UNA,2,FALSE
Vermont,Holland,Wayne Billado,IND,1,FALSE
Vermont,Holland,Emily Peyton,TM,1,FALSE
Vermont,Hubbardton,Phil Scott,REP,314,TRUE
Vermont,Hubbardton,David Zuckerman,DEM,91,FALSE
Vermont,Hubbardton,Emily Peyton,TM,4,FALSE
Vermont,Hubbardton,Michael DeVost,IND,3,FALSE
Vermont,Hubbardton,Erynn Whitney,IND,3,FALSE
Vermont,Hubbardton,Wayne Billado,IND,2,FALSE
Vermont,Hubbardton,Kevin Hoyt,IND,2,FALSE
Vermont,Hubbardton,Charly Dickerson,UNA,1,FALSE
Vermont,Hubbardton, Write-ins,WRI,1,FALSE
Vermont,Huntington,Phil Scott,REP,921,TRUE
Vermont,Huntington,David Zuckerman,DEM,449,FALSE
Vermont,Huntington,Emily Peyton,TM,12,FALSE
Vermont,Huntington,Kevin Hoyt,IND,7,FALSE
Vermont,Huntington,Charly Dickerson,UNA,3,FALSE
Vermont,Huntington,Erynn Whitney,IND,3,FALSE
Vermont,Huntington, Write-ins,WRI,3,FALSE
Vermont,Huntington,Michael DeVost,IND,2,FALSE
